Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness,Job_Score,Higher_Studies_Score,Skill_Improvement_Score,Wait_Improve_Score,Recommended_Options
2607,Female,2025,Embedded Systems,1,10,4,Tech Mahindra,Established,Logistics,506346,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2608,Female,2022,"Python, Networking, Cloud (AWS/Azure/GCP), ML/AI",0,7,2,Byju's,Startup,Automotive,1451872,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2609,Female,2022,"UI/UX Design, Networking, Python",1,3,4,Tata Motors,Established,Consulting,660590,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2610,Male,2022,"Networking, C++, DevOps, Cloud (AWS/Azure/GCP)",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Hyderabad,Medium,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
2611,Male,2023,"Python, Embedded Systems",1,7,3,Flipkart,Established,Automotive,1122828,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2612,Male,2022,C++,1,10,4,Google,Established,Consulting,2023704,No,Not Applicable,Hyderabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2613,Male,2024,"C++, Blockchain, Data Science",2,3,3,Cisco,Established,Automotive,771504,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2614,Male,2023,"Data Science, Cybersecurity, Python, Web Dev (Full Stack), C++",1,7,2,Infosys,Established,EdTech,1019267,No,Not Applicable,Delhi,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2615,Female,2024,"Embedded Systems, Web Dev (Full Stack), ML/AI, Cloud (AWS/Azure/GCP), Python",1,2,2,Tata Motors,Established,Manufacturing,1616022,No,Not Applicable,Chennai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2616,Female,2025,"Digital Marketing, Data Science, Python, Cloud (AWS/Azure/GCP), Cybersecurity",2,7,2,Jio Platforms,Established,Logistics,2312534,No,Not Applicable,Bangalore,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2617,Male,2022,"Python, UI/UX Design",1,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2618,Male,2025,"Web Dev (Full Stack), ML/AI, Python, Data Science, Java",1,10,3,Dr. Reddy's Labs,Established,EdTech,1411907,No,Not Applicable,Mumbai,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2619,Male,2022,"DevOps, Cybersecurity",0,8,3,Google,Established,Healthcare,1848430,No,Not Applicable,Jaipur,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2620,Male,2023,"Web Dev (Full Stack), Digital Marketing, Blockchain, Cloud (AWS/Azure/GCP)",1,4,2,Jio Platforms,Established,Automotive,1523804,No,Not Applicable,Hyderabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2621,Male,2024,"ML/AI, Networking",0,5,3,Capgemini,Established,Consulting,2266785,No,Not Applicable,Jaipur,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2622,Male,2022,"Python, Networking, ML/AI, Web Dev (Full Stack), Blockchain",0,6,3,Infosys,Established,Manufacturing,407783,No,Not Applicable,Pune,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2623,Male,2025,Embedded Systems,1,8,2,Flipkart,Established,E-commerce,750136,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2624,Male,2025,"Embedded Systems, ML/AI, Java, C++, Blockchain",0,2,4,HCLTech,Established,Logistics,1432192,No,Not Applicable,Mumbai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2625,Female,2023,C++,2,9,4,Flipkart,Established,FinTech,1474383,Yes,MBA,Kolkata,High,Medium,1,Low,2,3,2,2,"['Higher Studies', 'Immediate Job']"
2626,Male,2024,"C++, DevOps, Digital Marketing, Networking",0,3,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Chennai,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
2627,Male,2024,Digital Marketing,3,6,2,Tata Motors,Established,Manufacturing,932566,No,Not Applicable,Bangalore,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
2628,Male,2022,"UI/UX Design, Networking, C++, Cybersecurity, Python",2,8,4,Amazon,Established,Logistics,1419059,No,Not Applicable,Mumbai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2629,Female,2025,"Java, UI/UX Design",0,6,4,Dr. Reddy's Labs,Established,E-commerce,1462349,No,Not Applicable,Jaipur,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2630,Male,2025,"UI/UX Design, Data Science, Embedded Systems, Java",0,8,1,HCLTech,Established,IT Services,1472260,No,Not Applicable,Mumbai,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2631,Male,2025,"Web Dev (Full Stack), Embedded Systems",3,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Jaipur,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
2632,Male,2023,"Python, Embedded Systems, Data Science",0,6,3,HCLTech,Established,Manufacturing,1167215,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2633,Male,2023,"Networking, Digital Marketing",3,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2634,Male,2025,"DevOps, Digital Marketing",3,4,3,Dream11,Startup,Logistics,577556,No,Not Applicable,Bangalore,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2635,Female,2025,"Blockchain, UI/UX Design, Cloud (AWS/Azure/GCP), DevOps",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore,Medium,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
2636,Male,2024,"DevOps, Cybersecurity, Digital Marketing",1,7,1,L&T Technology Services,Established,Automotive,667736,No,Not Applicable,Bangalore,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2637,Male,2025,"C++, ML/AI, DevOps, Embedded Systems, Cloud (AWS/Azure/GCP)",0,5,1,Byju's,Startup,E-commerce,583920,No,Not Applicable,Hyderabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2638,Female,2024,"C++, Data Science",0,9,3,Cisco,Established,IT Services,995674,No,Not Applicable,Delhi,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2639,Male,2023,"Data Science, Networking",0,6,3,Dream11,Startup,Consulting,300000,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2640,Male,2025,"Networking, Digital Marketing, Blockchain",0,7,1,Dream11,Startup,IT Services,632466,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2641,Female,2024,ML/AI,3,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Delhi,Medium,Medium,1,Low,2,3,2,2,"['Higher Studies', 'Immediate Job']"
2642,Female,2023,"Cybersecurity, ML/AI, Web Dev (Full Stack), Embedded Systems",0,5,3,Meta,Established,Automotive,866108,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2643,Male,2022,"DevOps, Python, Blockchain",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
2644,Male,2022,"Python, DevOps, C++, UI/UX Design",2,5,3,Amazon,Established,Consulting,1975471,No,Not Applicable,Bangalore,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2645,Male,2025,"Python, Digital Marketing, Web Dev (Full Stack)",2,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Mumbai,High,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
2646,Female,2023,"UI/UX Design, Python",1,2,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2647,Male,2025,"Blockchain, Python",0,5,3,Swiggy,Startup,E-commerce,1004629,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2648,Female,2022,"DevOps, Cloud (AWS/Azure/GCP)",0,5,2,Dr. Reddy's Labs,Established,Healthcare,1926725,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2649,Female,2025,"Java, ML/AI, UI/UX Design",2,5,3,Infosys,Established,Consulting,300000,No,Not Applicable,Chennai,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2650,Female,2025,"UI/UX Design, Digital Marketing, Java, Data Science",1,10,4,Amazon,Established,Consulting,1304491,Yes,Data Science,Jaipur,High,Low,4,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
2651,Male,2024,"Web Dev (Full Stack), Java, Cloud (AWS/Azure/GCP)",1,6,1,Tata Motors,Established,Consulting,2564845,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2652,Male,2022,"Networking, ML/AI, Cybersecurity, Digital Marketing, Web Dev (Full Stack)",3,5,3,Tata Motors,Established,IT Services,1082698,No,Not Applicable,Kolkata,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2653,Female,2024,"ML/AI, Python, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",0,4,3,Infosys,Established,Healthcare,845596,No,Not Applicable,Kolkata,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2654,Female,2023,"Cloud (AWS/Azure/GCP), UI/UX Design, Data Science, Embedded Systems, Cybersecurity",2,6,4,Dream11,Startup,EdTech,1000374,No,Not Applicable,Delhi,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2655,Male,2025,UI/UX Design,0,7,2,Adobe,Established,IT Services,1571156,No,Not Applicable,Jaipur,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2656,Female,2025,"UI/UX Design, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), DevOps, Data Science",2,2,3,Swiggy,Startup,Consulting,798417,Yes,Data Science,Delhi,Medium,Medium,5,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
2657,Female,2025,Java,0,3,3,Wipro,Established,IT Services,931774,No,Not Applicable,Chennai,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2658,Male,2023,"Blockchain, Web Dev (Full Stack), ML/AI",1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Jaipur,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
2659,Male,2025,"Cybersecurity, Networking, Blockchain, Digital Marketing",0,5,3,Jio Platforms,Established,Healthcare,1584611,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2660,Male,2025,"Web Dev (Full Stack), Networking, Python",2,8,1,Flipkart,Established,Logistics,300000,No,Not Applicable,Delhi,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2661,Female,2025,ML/AI,0,8,3,Swiggy,Startup,Automotive,1246972,No,Not Applicable,Hyderabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2662,Female,2022,"Java, Digital Marketing, DevOps, Embedded Systems",0,7,3,Ola,Startup,IT Services,962306,No,Not Applicable,Hyderabad,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2663,Male,2025,"Blockchain, Web Dev (Full Stack), Python",0,3,1,TCS,Established,E-commerce,1438372,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2664,Male,2025,Networking,0,8,4,L&T Technology Services,Established,FinTech,1567298,No,Not Applicable,Kolkata,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2665,Female,2022,"Embedded Systems, Cybersecurity",2,4,1,Cognizant,Established,Consulting,1450914,No,Not Applicable,Mumbai,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2666,Female,2022,"Web Dev (Full Stack), Embedded Systems, Cloud (AWS/Azure/GCP), ML/AI, Java",0,7,4,Meta,Established,EdTech,1120248,No,Not Applicable,Chennai,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2667,Male,2025,"Blockchain, C++",1,5,3,Wipro,Established,EdTech,300000,Yes,MS (USA/EU),Mumbai,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2668,Female,2025,"Networking, Data Science, Blockchain, ML/AI",3,2,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Chennai,Low,Medium,4,Medium,1,2,3,0,"['Skill Improvement', 'Higher Studies']"
2669,Male,2025,"Networking, UI/UX Design",0,5,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Hyderabad,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2670,Male,2023,"Python, Cybersecurity, Embedded Systems, Blockchain, Cloud (AWS/Azure/GCP)",3,1,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Delhi,Medium,Medium,5,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
2671,Female,2022,ML/AI,2,5,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Kolkata,Medium,Medium,1,Low,2,3,2,2,"['Higher Studies', 'Immediate Job']"
2672,Female,2025,"Digital Marketing, Cybersecurity, C++",1,7,3,Microsoft,Established,EdTech,1232608,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2673,Female,2025,"ML/AI, Data Science, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), C++",2,8,2,Google,Established,Manufacturing,2224259,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2674,Female,2022,"C++, UI/UX Design, Python, Digital Marketing",1,3,4,Tech Mahindra,Established,IT Services,1872815,No,Not Applicable,Hyderabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2675,Female,2024,"Digital Marketing, Data Science, UI/UX Design, Blockchain, C++",2,6,4,Microsoft,Established,Logistics,1003783,No,Not Applicable,Jaipur,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2676,Male,2025,"C++, Web Dev (Full Stack), Cybersecurity, UI/UX Design",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Ahmedabad,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
2677,Female,2024,"Cybersecurity, Java",0,4,3,Flipkart,Established,FinTech,2087068,No,Not Applicable,Pune,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2678,Male,2025,"Data Science, Digital Marketing, ML/AI, Web Dev (Full Stack)",0,4,3,Zomato,Startup,Automotive,300000,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2679,Female,2023,"Web Dev (Full Stack), DevOps, UI/UX Design, Java, Blockchain",2,1,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Bangalore,Low,Medium,5,Medium,1,2,3,0,"['Skill Improvement', 'Higher Studies']"
2680,Male,2025,Python,0,6,4,Cognizant,Established,E-commerce,1786626,No,Not Applicable,Mumbai,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2681,Female,2022,"Networking, DevOps, ML/AI, UI/UX Design, Python",1,5,3,Cognizant,Established,FinTech,1658837,Yes,AI/ML,Bangalore,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
2682,Female,2022,"Networking, DevOps, Java, Digital Marketing, Data Science",3,4,4,Amazon,Established,Logistics,925042,No,Not Applicable,Pune,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2683,Female,2025,"Cloud (AWS/Azure/GCP), Cybersecurity, Python, Web Dev (Full Stack)",2,9,3,Cisco,Established,FinTech,1144691,No,Not Applicable,Jaipur,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2684,Female,2024,"Blockchain, Networking, Java",1,7,3,Byju's,Startup,Automotive,626306,No,Not Applicable,Hyderabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2685,Female,2023,"Embedded Systems, C++",1,7,1,Infosys,Established,FinTech,2468900,No,Not Applicable,Pune,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2686,Female,2023,"Digital Marketing, DevOps",1,5,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Jaipur,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2687,Male,2024,"C++, Embedded Systems, Cloud (AWS/Azure/GCP)",3,1,3,Tata Motors,Established,EdTech,682704,No,Not Applicable,Kolkata,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2688,Female,2025,"Data Science, Python, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",2,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2689,Female,2025,"Digital Marketing, Networking",2,5,4,HCLTech,Established,E-commerce,1524881,Yes,M.Tech,Pune,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
2690,Female,2025,"Java, Data Science, UI/UX Design",0,9,3,TCS,Established,Manufacturing,1527668,No,Not Applicable,Ahmedabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2691,Female,2023,"DevOps, Java",1,3,3,Swiggy,Startup,Consulting,714804,No,Not Applicable,Hyderabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2692,Female,2024,"Java, Python, Web Dev (Full Stack), Digital Marketing",1,7,3,Meta,Established,Automotive,669328,No,Not Applicable,Ahmedabad,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2693,Female,2025,"Embedded Systems, Python",0,7,3,Microsoft,Established,Logistics,2483137,No,Not Applicable,Hyderabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2694,Male,2022,"C++, ML/AI",1,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2695,Male,2023,"Python, Cybersecurity, Blockchain",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Jaipur,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
2696,Male,2022,"Cloud (AWS/Azure/GCP), Networking",0,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Low,Low,2,Medium,1,1,4,0,"['Skill Improvement', 'Immediate Job']"
2697,Male,2022,Python,1,7,4,TCS,Established,FinTech,300000,No,Not Applicable,Bangalore,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2698,Male,2022,"Cybersecurity, ML/AI, UI/UX Design, Java, Blockchain",0,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2699,Male,2024,"Cloud (AWS/Azure/GCP), Python",0,10,2,TCS,Established,Healthcare,1138540,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2700,Female,2024,"Cloud (AWS/Azure/GCP), Cybersecurity",0,4,4,Cognizant,Established,Automotive,1294682,No,Not Applicable,Pune,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2701,Female,2022,"Java, Data Science, Networking",2,10,4,Infosys,Established,E-commerce,2128239,No,Not Applicable,Hyderabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2702,Female,2022,"Digital Marketing, Python, Networking",1,3,2,Wipro,Established,Consulting,1024242,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2703,Male,2023,"Networking, C++",1,6,2,Oracle,Established,Healthcare,1313141,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2704,Male,2025,"ML/AI, Embedded Systems",2,7,4,Tech Mahindra,Established,EdTech,606975,No,Not Applicable,Chennai,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2705,Female,2025,"Cybersecurity, Cloud (AWS/Azure/GCP)",2,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2706,Female,2023,"UI/UX Design, Blockchain",0,2,3,Ola,Startup,Manufacturing,353890,Yes,MS (USA/EU),Jaipur,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2707,Female,2024,"Cloud (AWS/Azure/GCP), ML/AI, Web Dev (Full Stack)",1,10,1,TCS,Established,Manufacturing,1862849,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2708,Male,2025,"UI/UX Design, Digital Marketing, Cloud (AWS/Azure/GCP)",1,10,3,Capgemini,Established,Logistics,1877698,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2709,Male,2024,"Blockchain, ML/AI, Java, UI/UX Design, Digital Marketing",0,7,3,Cisco,Established,Consulting,1473583,No,Not Applicable,Kolkata,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2710,Male,2025,"Networking, ML/AI, Embedded Systems",1,7,3,Jio Platforms,Established,Consulting,1727423,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2711,Female,2024,"Embedded Systems, DevOps, ML/AI, Digital Marketing, Blockchain",3,7,1,Dream11,Startup,Logistics,1010302,No,Not Applicable,Mumbai,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2712,Male,2022,Embedded Systems,0,3,3,Cognizant,Established,E-commerce,878935,No,Not Applicable,Mumbai,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
2713,Female,2022,"UI/UX Design, Java",0,4,3,Wipro,Established,E-commerce,444393,No,Not Applicable,Bangalore,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2714,Female,2024,"Data Science, Cloud (AWS/Azure/GCP), C++, ML/AI",0,9,3,Cisco,Established,Logistics,1643432,No,Not Applicable,Kolkata,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2715,Female,2022,"UI/UX Design, Digital Marketing",2,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
2716,Female,2025,"ML/AI, Web Dev (Full Stack), Java, UI/UX Design, C++",1,10,2,Amazon,Established,Consulting,826402,No,Not Applicable,Jaipur,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2717,Female,2024,"ML/AI, Cybersecurity, Web Dev (Full Stack), Blockchain",2,6,1,Paytm,Startup,Automotive,881419,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2718,Female,2025,"Digital Marketing, Cloud (AWS/Azure/GCP), Data Science",2,9,3,Tech Mahindra,Established,Manufacturing,1203231,No,Not Applicable,Ahmedabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2719,Female,2025,"ML/AI, UI/UX Design",0,10,2,Meta,Established,Automotive,1710395,Yes,PhD,Pune,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2720,Female,2022,"DevOps, ML/AI",0,8,3,Flipkart,Established,EdTech,1767829,Yes,PhD,Bangalore,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
2721,Female,2025,"Blockchain, DevOps",1,6,3,Cisco,Established,EdTech,2541757,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2722,Female,2024,"Data Science, Embedded Systems, DevOps, Cloud (AWS/Azure/GCP), ML/AI",2,7,0,Capgemini,Established,Healthcare,1568752,No,Not Applicable,Chennai,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2723,Female,2023,"Java, Networking, Python",2,6,4,Dr. Reddy's Labs,Established,Logistics,2098315,No,Not Applicable,Bangalore,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
2724,Male,2022,"Java, Web Dev (Full Stack), Data Science",1,7,2,Ola,Startup,Healthcare,845970,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2725,Male,2025,"Java, DevOps, Web Dev (Full Stack), Python, UI/UX Design",1,6,4,Cognizant,Established,E-commerce,1038533,No,Not Applicable,Bangalore,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2726,Female,2022,"C++, ML/AI",0,8,2,Swiggy,Startup,Logistics,300000,No,Not Applicable,Jaipur,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
2727,Female,2022,"Networking, Digital Marketing, Web Dev (Full Stack), Blockchain, Python",1,6,3,L&T Technology Services,Established,Consulting,777835,No,Not Applicable,Hyderabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2728,Female,2025,"C++, Python, DevOps, Data Science",0,6,4,Tech Mahindra,Established,Consulting,702030,No,Not Applicable,Mumbai,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
2729,Male,2023,"Cybersecurity, Embedded Systems, Data Science",1,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
2730,Male,2023,Cybersecurity,2,10,1,Jio Platforms,Established,EdTech,2423849,No,Not Applicable,Hyderabad,Medium,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
