Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness
1451,Female,2023,"Embedded Systems, Cybersecurity, Data Science",2,10,3,Paytm,Startup,EdTech,754909,Yes,AI/ML,Delhi,High,Medium,3,Medium
1452,Male,2024,"Data Science, Cybersecurity, Web Dev (Full Stack), Digital Marketing, Embedded Systems",1,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur,Medium,Low,5,Medium
1453,Male,2022,"C++, Embedded Systems, UI/UX Design",3,6,4,L&T Technology Services,Established,Automotive,2189126,No,Not Applicable,Chennai,High,Medium,3,Medium
1454,Female,2022,"Blockchain, Cybersecurity, Networking, Data Science, Embedded Systems",0,10,3,Tata Motors,Established,Healthcare,1867228,Yes,Cybersecurity,Jaipur,High,Low,5,High
1455,Male,2022,"DevOps, UI/UX Design, Embedded Systems",1,8,4,Cisco,Established,EdTech,2033473,No,Not Applicable,Hyderabad,High,Low,3,High
1456,Male,2025,"ML/AI, Digital Marketing, Embedded Systems, Python",1,8,0,Ola,Startup,Consulting,497673,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
1457,Male,2025,"Cybersecurity, C++",0,4,4,Swiggy,Startup,Automotive,1172946,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium
1458,Female,2023,"Python, Networking, Digital Marketing",0,9,2,Swiggy,Startup,Manufacturing,369562,No,Not Applicable,Ahmedabad,High,Low,3,High
1459,Female,2023,"ML/AI, Cloud (AWS/Azure/GCP), UI/UX Design, Cybersecurity, Networking",0,9,0,Paytm,Startup,Logistics,801718,No,Not Applicable,Ahmedabad,Medium,Low,5,Medium
1460,Male,2025,"Java, C++",3,4,4,Microsoft,Established,Logistics,2035236,No,Not Applicable,Hyderabad,Medium,Medium,2,Medium
1461,Female,2022,"DevOps, C++, Java",0,9,2,Oracle,Established,Automotive,1075777,No,Not Applicable,Mumbai,High,Low,3,High
1462,Female,2023,"Cloud (AWS/Azure/GCP), Python, Web Dev (Full Stack)",0,3,3,Meta,Established,Logistics,1824317,No,Not Applicable,Delhi,Medium,Low,3,Medium
1463,Female,2024,"Python, Embedded Systems, C++, Networking",2,9,1,Cisco,Established,IT Services,1292573,No,Not Applicable,Jaipur,Medium,Medium,4,Medium
1464,Female,2023,"Python, ML/AI, Web Dev (Full Stack), Cybersecurity",3,9,4,Microsoft,Established,E-commerce,1995989,No,Not Applicable,Jaipur,High,Medium,4,Medium
1465,Male,2025,"C++, Data Science, Networking, Cybersecurity, Java",1,4,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Low,5,Medium
1466,Male,2024,"Cloud (AWS/Azure/GCP), Digital Marketing, Cybersecurity",3,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur,Medium,Medium,3,Medium
1467,Male,2022,ML/AI,0,9,4,Tata Motors,Established,Healthcare,880791,No,Not Applicable,Ahmedabad,High,Low,1,Low
1468,Female,2025,"Web Dev (Full Stack), ML/AI, Cybersecurity",0,4,2,Infosys,Established,E-commerce,1790124,Yes,Cybersecurity,Chennai,Medium,Low,3,Medium
1469,Female,2024,Networking,1,5,1,Capgemini,Established,Manufacturing,1551442,No,Not Applicable,Chennai,Medium,Low,1,Low
1470,Female,2022,"Data Science, Java, Blockchain, Python",1,2,2,HCLTech,Established,Manufacturing,1213188,Yes,Cybersecurity,Hyderabad,Medium,Low,4,Medium
1471,Male,2022,Networking,0,5,3,Meta,Established,IT Services,1705374,No,Not Applicable,Bangalore,High,Low,1,Low
1472,Female,2025,"DevOps, Python",2,3,0,Ola,Startup,FinTech,1080935,No,Not Applicable,Ahmedabad,Medium,Medium,2,Medium
1473,Female,2022,"Web Dev (Full Stack), UI/UX Design, Embedded Systems, Cybersecurity",2,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium
1474,Male,2025,"Embedded Systems, C++, Web Dev (Full Stack)",2,10,4,Cognizant,Established,Logistics,704881,No,Not Applicable,Mumbai,High,Medium,3,Medium
1475,Female,2024,"Python, Web Dev (Full Stack)",0,5,1,Byju's,Startup,Healthcare,580658,No,Not Applicable,Kolkata,Medium,Low,2,Medium
1476,Female,2025,"Python, Embedded Systems",0,10,3,Infosys,Established,EdTech,1271929,No,Not Applicable,Jaipur,High,Low,2,Medium
1477,Female,2023,"Java, Web Dev (Full Stack)",2,4,3,Meta,Established,Manufacturing,970913,No,Not Applicable,Chennai,Medium,Medium,2,Medium
1478,Female,2024,"Networking, C++, Embedded Systems, Cloud (AWS/Azure/GCP)",1,7,4,Swiggy,Startup,IT Services,300000,No,Not Applicable,Hyderabad,High,Low,4,High
1479,Female,2024,"Cloud (AWS/Azure/GCP), UI/UX Design, Cybersecurity",2,6,0,L&T Technology Services,Established,EdTech,1589157,No,Not Applicable,Jaipur,Medium,Medium,3,Medium
1480,Female,2022,"DevOps, Python, Web Dev (Full Stack), C++",2,10,3,Amazon,Established,Consulting,959912,No,Not Applicable,Delhi,High,Medium,4,Medium
1481,Female,2022,"Cybersecurity, DevOps, Blockchain, C++, Digital Marketing",2,8,2,Infosys,Established,Logistics,1154439,No,Not Applicable,Ahmedabad,High,Medium,5,Medium
1482,Female,2025,"Web Dev (Full Stack), ML/AI",2,5,1,TCS,Established,Healthcare,2136236,No,Not Applicable,Ahmedabad,Medium,Medium,2,Medium
1483,Female,2025,UI/UX Design,3,6,3,Microsoft,Established,Healthcare,685525,No,Not Applicable,Chennai,High,Medium,1,Low
1484,Female,2024,"DevOps, Web Dev (Full Stack)",0,4,3,Dr. Reddy's Labs,Established,Healthcare,2108149,No,Not Applicable,Jaipur,Medium,Low,2,Medium
1485,Male,2023,"Java, Python, ML/AI, Digital Marketing",2,3,4,Tata Motors,Established,Logistics,1315776,No,Not Applicable,Pune,Medium,Medium,4,Medium
1486,Female,2025,"Java, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Blockchain",1,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Low,Low,4,Medium
1487,Male,2022,"Blockchain, Cloud (AWS/Azure/GCP), Cybersecurity",1,8,4,Swiggy,Startup,E-commerce,840258,No,Not Applicable,Bangalore,High,Low,3,High
1488,Female,2025,"C++, Data Science",1,8,1,Swiggy,Startup,EdTech,791959,No,Not Applicable,Mumbai,Medium,Low,2,Medium
1489,Male,2023,"Cybersecurity, Blockchain, Java",0,8,4,Byju's,Startup,Healthcare,715884,No,Not Applicable,Hyderabad,High,Low,3,High
1490,Male,2023,"C++, Cybersecurity, ML/AI",3,1,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Jaipur,Medium,Medium,3,Medium
1491,Male,2025,"DevOps, Cybersecurity, Blockchain",1,9,4,TCS,Established,Manufacturing,2128044,No,Not Applicable,Mumbai,High,Low,3,High
1492,Male,2025,"C++, Python, Cybersecurity",0,8,2,Oracle,Established,EdTech,533612,No,Not Applicable,Kolkata,High,Low,3,High
1493,Female,2023,"Blockchain, ML/AI, Cloud (AWS/Azure/GCP)",2,9,3,Zomato,Startup,E-commerce,899729,No,Not Applicable,Pune,High,Medium,3,Medium
1494,Female,2023,"Networking, ML/AI",0,8,3,Oracle,Established,FinTech,2168125,No,Not Applicable,Pune,High,Low,2,Medium
1495,Female,2024,"Cybersecurity, Embedded Systems, C++",3,3,4,Dr. Reddy's Labs,Established,Consulting,1749479,No,Not Applicable,Ahmedabad,Medium,Medium,3,Medium
1496,Male,2025,"Embedded Systems, Cloud (AWS/Azure/GCP), Java, Digital Marketing, DevOps",2,6,3,Dr. Reddy's Labs,Established,FinTech,1331815,No,Not Applicable,Kolkata,High,Medium,5,Medium
1497,Male,2023,"Data Science, DevOps, Web Dev (Full Stack)",1,6,2,Swiggy,Startup,Automotive,635212,Yes,MS (USA/EU),Bangalore,High,Low,3,High
1498,Male,2022,"Cybersecurity, UI/UX Design, Data Science, Blockchain, Cloud (AWS/Azure/GCP)",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Chennai,Medium,Medium,5,Medium
1499,Female,2023,"Python, DevOps, Networking",0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Ahmedabad,High,Low,3,High
1500,Male,2025,"DevOps, Digital Marketing, Blockchain",1,8,4,Flipkart,Established,FinTech,300000,No,Not Applicable,Hyderabad,High,Low,3,High
1501,Male,2022,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Python",0,7,3,Meta,Established,EdTech,2108918,Yes,M.Tech,Delhi,High,Low,3,High
1502,Female,2025,Web Dev (Full Stack),0,10,3,Meta,Established,FinTech,612872,No,Not Applicable,Hyderabad,High,Low,1,Low
1503,Female,2023,ML/AI,2,5,4,Cisco,Established,IT Services,961188,No,Not Applicable,Pune,High,Medium,1,Low
1504,Male,2024,"Digital Marketing, Java, DevOps",2,6,2,Wipro,Established,IT Services,2015437,No,Not Applicable,Bangalore,High,Medium,3,Medium
1505,Female,2023,"Data Science, Digital Marketing",0,10,2,Microsoft,Established,FinTech,1364533,No,Not Applicable,Chennai,High,Low,2,Medium
1506,Female,2024,"DevOps, Cybersecurity, Java",0,6,3,Cisco,Established,Logistics,2002138,No,Not Applicable,Hyderabad,High,Low,3,High
1507,Female,2024,"Java, C++",0,8,4,Dr. Reddy's Labs,Established,Consulting,309871,No,Not Applicable,Mumbai,High,Low,2,Medium
1508,Female,2022,"C++, UI/UX Design, Networking",0,9,3,Dr. Reddy's Labs,Established,Healthcare,1877144,No,Not Applicable,Mumbai,High,Low,3,High
1509,Female,2023,"Blockchain, Data Science",0,9,4,Ola,Startup,Automotive,534160,No,Not Applicable,Mumbai,High,Low,2,Medium
1510,Female,2022,"Embedded Systems, Digital Marketing",1,1,3,Swiggy,Startup,E-commerce,300000,Yes,Cybersecurity,Kolkata,Medium,Low,2,Medium
1511,Male,2025,"Networking, Cybersecurity",2,9,3,Jio Platforms,Established,Logistics,2720073,No,Not Applicable,Delhi,High,Medium,2,Medium
1512,Male,2023,"UI/UX Design, Cybersecurity, Java, C++, Python",0,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Low,5,Medium
1513,Male,2024,"Cloud (AWS/Azure/GCP), ML/AI, Blockchain, C++",3,10,4,Paytm,Startup,EdTech,676546,No,Not Applicable,Pune,High,Medium,4,Medium
1514,Female,2023,"Embedded Systems, Java",0,3,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Jaipur,Medium,Low,2,Medium
1515,Female,2024,"Cloud (AWS/Azure/GCP), Java, UI/UX Design",1,8,2,Tata Motors,Established,Healthcare,985499,Yes,M.Tech,Jaipur,High,Low,3,High
1516,Female,2025,"Data Science, Cloud (AWS/Azure/GCP), Java, UI/UX Design",0,10,3,Oracle,Established,Healthcare,2361735,No,Not Applicable,Chennai,High,Low,4,High
1517,Male,2025,"Digital Marketing, Data Science, Python, ML/AI, Java",3,1,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Jaipur,Medium,Medium,5,Medium
1518,Male,2022,"Cloud (AWS/Azure/GCP), Java, Networking",2,5,4,Zomato,Startup,Manufacturing,955331,No,Not Applicable,Kolkata,High,Medium,3,Medium
1519,Male,2022,"Cloud (AWS/Azure/GCP), Java, Web Dev (Full Stack)",0,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Low,Low,3,Medium
1520,Female,2024,"Networking, Java, C++, Cloud (AWS/Azure/GCP)",1,3,3,Capgemini,Established,E-commerce,1463123,No,Not Applicable,Chennai,Medium,Low,4,Medium
1521,Male,2023,"Embedded Systems, Python, Cloud (AWS/Azure/GCP)",0,5,2,Swiggy,Startup,Manufacturing,300000,No,Not Applicable,Bangalore,High,Low,3,High
1522,Female,2022,"Cybersecurity, ML/AI, Embedded Systems, Blockchain",2,8,2,Tata Motors,Established,IT Services,1280064,No,Not Applicable,Chennai,High,Medium,4,Medium
1523,Male,2022,"Data Science, Python",2,7,3,L&T Technology Services,Established,IT Services,1570960,No,Not Applicable,Mumbai,High,Medium,2,Medium
1524,Female,2024,"Cloud (AWS/Azure/GCP), DevOps, Cybersecurity, Data Science, Networking",1,9,2,Oracle,Established,Manufacturing,1535592,No,Not Applicable,Jaipur,High,Low,5,High
1525,Male,2023,"C++, Python, Data Science",2,5,3,Infosys,Established,Automotive,1305963,No,Not Applicable,Pune,High,Medium,3,Medium
1526,Male,2022,"Networking, Python, UI/UX Design",0,8,4,Tech Mahindra,Established,FinTech,2402768,No,Not Applicable,Mumbai,High,Low,3,High
1527,Male,2022,"ML/AI, Data Science, UI/UX Design",1,6,3,Meta,Established,FinTech,557839,No,Not Applicable,Ahmedabad,High,Low,3,High
1528,Female,2022,"UI/UX Design, Cybersecurity, Python, DevOps",2,2,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Hyderabad,Low,Medium,4,Medium
1529,Male,2023,"Java, Cloud (AWS/Azure/GCP), C++, DevOps",1,3,4,HCLTech,Established,Logistics,1471218,No,Not Applicable,Kolkata,Medium,Low,4,Medium
1530,Female,2022,"Networking, Cybersecurity, C++",0,5,4,Wipro,Established,Automotive,708519,No,Not Applicable,Jaipur,High,Low,3,High
1531,Male,2022,Blockchain,1,10,1,Zomato,Startup,E-commerce,302429,No,Not Applicable,Jaipur,Medium,Low,1,Low
1532,Female,2023,"Python, Web Dev (Full Stack), Digital Marketing",1,7,2,Meta,Established,E-commerce,749344,Yes,Data Science,Mumbai,High,Low,3,High
1533,Female,2023,"Digital Marketing, DevOps, ML/AI, Python, UI/UX Design",0,8,2,Paytm,Startup,Automotive,654722,No,Not Applicable,Hyderabad,High,Low,5,High
1534,Male,2022,Blockchain,1,8,2,Cisco,Established,EdTech,1898439,No,Not Applicable,Delhi,High,Low,1,Low
1535,Female,2025,"Digital Marketing, Embedded Systems, UI/UX Design, Cybersecurity",2,9,0,Zomato,Startup,Manufacturing,795075,No,Not Applicable,Ahmedabad,Medium,Medium,4,Medium
1536,Female,2023,"ML/AI, C++, Data Science, Java",0,8,3,Infosys,Established,Manufacturing,922495,No,Not Applicable,Delhi,High,Low,4,High
1537,Male,2022,"Data Science, UI/UX Design, Java, Web Dev (Full Stack)",0,6,4,Swiggy,Startup,Manufacturing,1214013,No,Not Applicable,Chennai,High,Low,4,High
1538,Male,2025,"ML/AI, Cloud (AWS/Azure/GCP), Python, UI/UX Design, Cybersecurity",0,10,3,Ola,Startup,Logistics,651294,No,Not Applicable,Kolkata,High,Low,5,High
1539,Female,2022,"Java, Blockchain, Web Dev (Full Stack)",0,10,2,Jio Platforms,Established,Manufacturing,983101,No,Not Applicable,Ahmedabad,High,Low,3,High
1540,Male,2023,"UI/UX Design, Cybersecurity, Data Science, Networking",0,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai,Medium,Low,4,Medium
1541,Male,2022,"Digital Marketing, ML/AI, UI/UX Design",0,8,4,HCLTech,Established,FinTech,1607142,Yes,M.Tech,Jaipur,High,Low,3,High
1542,Male,2023,"Networking, C++, Digital Marketing",2,6,2,Ola,Startup,Automotive,772074,No,Not Applicable,Kolkata,High,Medium,3,Medium
1543,Male,2025,"Python, Web Dev (Full Stack), Data Science, DevOps, Networking",1,8,3,Ola,Startup,Logistics,788373,No,Not Applicable,Delhi,High,Low,5,High
1544,Female,2022,"Cloud (AWS/Azure/GCP), Python, DevOps",2,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Ahmedabad,High,Medium,3,Medium
1545,Female,2024,"C++, Embedded Systems",2,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,2,Medium
1546,Male,2024,"C++, Networking, Embedded Systems",0,10,2,Flipkart,Established,Manufacturing,1443601,No,Not Applicable,Hyderabad,High,Low,3,High
1547,Female,2025,"Cybersecurity, Cloud (AWS/Azure/GCP), Networking, Java",2,7,4,Infosys,Established,Healthcare,1501486,No,Not Applicable,Hyderabad,High,Medium,4,Medium
1548,Female,2022,"Data Science, DevOps, Blockchain",0,7,2,Wipro,Established,Automotive,687753,Yes,Cybersecurity,Bangalore,High,Low,3,High
1549,Female,2024,"Python, C++, Cybersecurity, Cloud (AWS/Azure/GCP)",1,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
1550,Male,2024,"Networking, Web Dev (Full Stack)",2,4,3,Cisco,Established,E-commerce,783631,No,Not Applicable,Chennai,Medium,Medium,2,Medium
1551,Male,2022,"Digital Marketing, UI/UX Design",1,4,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Low,2,Medium
1552,Male,2024,"UI/UX Design, Web Dev (Full Stack)",3,8,4,Cognizant,Established,Healthcare,1067077,No,Not Applicable,Ahmedabad,High,Medium,2,Medium
1553,Female,2022,"Digital Marketing, UI/UX Design, DevOps, C++",2,9,4,Tata Motors,Established,Automotive,1755043,No,Not Applicable,Pune,High,Medium,4,Medium
1554,Male,2025,"Data Science, Cybersecurity, C++, Cloud (AWS/Azure/GCP)",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore,Medium,Medium,4,Medium
1555,Male,2024,"ML/AI, Cloud (AWS/Azure/GCP), Cybersecurity, C++, Embedded Systems",2,7,3,Cisco,Established,E-commerce,300000,No,Not Applicable,Jaipur,High,Medium,5,Medium
1556,Male,2022,"Digital Marketing, ML/AI, Web Dev (Full Stack)",2,7,3,Capgemini,Established,Manufacturing,1183112,No,Not Applicable,Jaipur,High,Medium,3,Medium
1557,Male,2025,"UI/UX Design, Python, C++",1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata,Medium,Low,3,Medium
1558,Male,2023,C++,0,7,4,Adobe,Established,Healthcare,1201669,No,Not Applicable,Delhi,High,Low,1,Low
1559,Male,2023,"Networking, Digital Marketing",0,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur,Medium,Low,2,Medium
1560,Male,2025,"Web Dev (Full Stack), DevOps, Cybersecurity, ML/AI, Networking",1,9,1,Cognizant,Established,Manufacturing,1504983,No,Not Applicable,Delhi,Medium,Low,5,Medium
1561,Female,2024,"Web Dev (Full Stack), Blockchain",0,5,1,Zomato,Startup,EdTech,488476,Yes,MS (USA/EU),Jaipur,Medium,Low,2,Medium
1562,Male,2023,"Java, UI/UX Design, C++, Digital Marketing",1,6,3,Paytm,Startup,IT Services,653848,No,Not Applicable,Ahmedabad,High,Low,4,High
1563,Male,2025,"ML/AI, Web Dev (Full Stack), Networking, Data Science, Python",3,4,4,Jio Platforms,Established,FinTech,1098651,No,Not Applicable,Mumbai,Medium,Medium,5,Medium
1564,Male,2022,Cloud (AWS/Azure/GCP),1,7,4,Dr. Reddy's Labs,Established,Automotive,2039568,No,Not Applicable,Pune,High,Low,1,Low
1565,Male,2025,"Digital Marketing, Blockchain",2,7,4,Tech Mahindra,Established,Automotive,1863045,No,Not Applicable,Chennai,High,Medium,2,Medium
1566,Female,2022,"Blockchain, UI/UX Design, Data Science, Embedded Systems, Java",2,5,4,Cognizant,Established,E-commerce,571944,No,Not Applicable,Chennai,High,Medium,5,Medium
1567,Female,2025,"Cybersecurity, Web Dev (Full Stack), DevOps, UI/UX Design",0,8,4,Adobe,Established,EdTech,827187,No,Not Applicable,Chennai,High,Low,4,High
1568,Female,2023,"Cybersecurity, Embedded Systems, Python",2,8,3,Swiggy,Startup,Manufacturing,429165,Yes,AI/ML,Pune,High,Medium,3,Medium
1569,Female,2024,"ML/AI, UI/UX Design",0,6,2,Adobe,Established,EdTech,1240472,No,Not Applicable,Hyderabad,High,Low,2,Medium
1570,Female,2025,"Cloud (AWS/Azure/GCP), Embedded Systems",0,8,1,Meta,Established,Healthcare,1986762,No,Not Applicable,Pune,Medium,Low,2,Medium
1571,Female,2025,"DevOps, Blockchain, Digital Marketing",1,5,0,Infosys,Established,Healthcare,1182229,No,Not Applicable,Mumbai,Medium,Low,3,Medium
1572,Female,2023,"Java, Digital Marketing, Cloud (AWS/Azure/GCP), ML/AI",0,10,4,Swiggy,Startup,IT Services,317961,No,Not Applicable,Mumbai,High,Low,4,High
1573,Male,2023,"Networking, Data Science, Python",3,3,2,TCS,Established,FinTech,2121372,No,Not Applicable,Kolkata,Medium,Medium,3,Medium
1574,Female,2022,"DevOps, Data Science",1,6,1,Cisco,Established,E-commerce,1490191,No,Not Applicable,Kolkata,Medium,Low,2,Medium
1575,Female,2025,"Networking, ML/AI, Blockchain, Cybersecurity",0,10,4,Microsoft,Established,Manufacturing,1410665,No,Not Applicable,Ahmedabad,High,Low,4,High
1576,Male,2024,"Data Science, UI/UX Design, DevOps",0,6,1,Zomato,Startup,Healthcare,771840,No,Not Applicable,Mumbai,Medium,Low,3,Medium
1577,Male,2025,"Python, Embedded Systems",0,7,2,Microsoft,Established,E-commerce,1739905,No,Not Applicable,Mumbai,High,Low,2,Medium
1578,Male,2023,"ML/AI, Web Dev (Full Stack), Cybersecurity, Python",2,6,3,Infosys,Established,Logistics,1532674,No,Not Applicable,Bangalore,High,Medium,4,Medium
1579,Male,2022,"Embedded Systems, Cloud (AWS/Azure/GCP), Digital Marketing",0,6,4,L&T Technology Services,Established,Manufacturing,1283689,No,Not Applicable,Pune,High,Low,3,High
1580,Female,2023,"UI/UX Design, DevOps, C++, Data Science",1,6,3,Cisco,Established,Manufacturing,2067474,No,Not Applicable,Kolkata,High,Low,4,High
1581,Female,2023,"Cybersecurity, Python, DevOps",2,5,3,Cognizant,Established,Automotive,805699,No,Not Applicable,Mumbai,High,Medium,3,Medium
1582,Male,2022,"C++, Web Dev (Full Stack), ML/AI",2,5,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Ahmedabad,Medium,Medium,3,Medium
1583,Female,2025,"Digital Marketing, Cloud (AWS/Azure/GCP)",0,6,2,Oracle,Established,Logistics,1750993,No,Not Applicable,Bangalore,High,Low,2,Medium
1584,Female,2022,"Digital Marketing, UI/UX Design, Cloud (AWS/Azure/GCP)",0,7,1,Cognizant,Established,Logistics,692454,No,Not Applicable,Pune,Medium,Low,3,Medium
1585,Male,2025,"Java, UI/UX Design, Python, Networking, ML/AI",1,7,4,Jio Platforms,Established,Healthcare,940275,No,Not Applicable,Delhi,High,Low,5,High
1586,Male,2023,Cloud (AWS/Azure/GCP),0,6,3,Infosys,Established,Automotive,1052979,No,Not Applicable,Kolkata,High,Low,1,Low
1587,Female,2022,"Java, Blockchain, DevOps",0,5,4,Zomato,Startup,Automotive,777250,No,Not Applicable,Hyderabad,High,Low,3,High
1588,Female,2023,"Blockchain, C++, Python, Embedded Systems, Web Dev (Full Stack)",1,4,3,Tech Mahindra,Established,Automotive,977405,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
1589,Male,2024,"Cybersecurity, Networking",0,5,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Hyderabad,Medium,Low,2,Medium
1590,Male,2025,"UI/UX Design, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",0,10,3,Swiggy,Startup,EdTech,1008444,No,Not Applicable,Delhi,High,Low,3,High
1591,Male,2022,"ML/AI, Networking, Data Science",0,4,3,Byju's,Startup,IT Services,959944,No,Not Applicable,Pune,Medium,Low,3,Medium
1592,Male,2022,Blockchain,0,9,3,Tata Motors,Established,Healthcare,2195696,No,Not Applicable,Ahmedabad,High,Low,1,Low
1593,Female,2025,"C++, UI/UX Design, Cybersecurity, Data Science",0,8,3,Ola,Startup,Automotive,838847,No,Not Applicable,Hyderabad,High,Low,4,High
1594,Female,2025,"Networking, C++, Cloud (AWS/Azure/GCP), Python",3,10,3,Wipro,Established,Healthcare,1049270,No,Not Applicable,Mumbai,High,Medium,4,Medium
1595,Male,2025,"Blockchain, Networking",2,7,4,HCLTech,Established,Healthcare,2661197,No,Not Applicable,Hyderabad,High,Medium,2,Medium
1596,Male,2025,"Blockchain, Digital Marketing, Web Dev (Full Stack), Cybersecurity",0,4,1,Amazon,Established,FinTech,1112061,No,Not Applicable,Bangalore,Medium,Low,4,Medium
1597,Female,2024,"Digital Marketing, Cybersecurity, Cloud (AWS/Azure/GCP), Data Science, Java",0,2,3,HCLTech,Established,IT Services,1055881,No,Not Applicable,Pune,Medium,Low,5,Medium
1598,Male,2022,"Web Dev (Full Stack), Networking, Digital Marketing",0,7,3,TCS,Established,Healthcare,1385903,No,Not Applicable,Jaipur,High,Low,3,High
1599,Female,2023,"Networking, Cybersecurity, Blockchain, ML/AI",0,8,2,Tata Motors,Established,EdTech,1080659,No,Not Applicable,Ahmedabad,High,Low,4,High
1600,Female,2024,"UI/UX Design, Blockchain, DevOps",1,5,2,Zomato,Startup,Manufacturing,548433,Yes,Data Science,Kolkata,High,Low,3,High
1601,Female,2025,"C++, Digital Marketing, Web Dev (Full Stack)",0,6,4,Byju's,Startup,IT Services,689209,Yes,MBA,Pune,High,Low,3,High
1602,Female,2023,"UI/UX Design, Embedded Systems, DevOps",2,9,2,Swiggy,Startup,FinTech,1005587,No,Not Applicable,Kolkata,High,Medium,3,Medium
1603,Male,2022,"Python, Cloud (AWS/Azure/GCP), UI/UX Design, DevOps, Java",1,4,0,Amazon,Established,FinTech,1202509,Yes,Cybersecurity,Bangalore,Medium,Low,5,Medium
1604,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design",0,6,4,Tata Motors,Established,Manufacturing,2609931,No,Not Applicable,Ahmedabad,High,Low,2,Medium
1605,Female,2023,"Networking, Cybersecurity, DevOps",0,3,2,Infosys,Established,IT Services,570449,No,Not Applicable,Mumbai,Medium,Low,3,Medium
1606,Male,2025,"Blockchain, Cloud (AWS/Azure/GCP), ML/AI",2,5,1,TCS,Established,E-commerce,761651,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium
1607,Male,2024,Digital Marketing,3,2,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Low,Medium,1,Low
1608,Female,2024,"UI/UX Design, Data Science, Cybersecurity",0,7,2,Tech Mahindra,Established,Automotive,1242068,No,Not Applicable,Delhi,High,Low,3,High
1609,Female,2023,"Data Science, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), C++",3,6,3,Tata Motors,Established,EdTech,1284181,No,Not Applicable,Kolkata,High,Medium,4,Medium
1610,Female,2024,"ML/AI, Cloud (AWS/Azure/GCP)",0,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium
1611,Female,2024,Data Science,0,7,4,Capgemini,Established,Manufacturing,2093845,No,Not Applicable,Bangalore,High,Low,1,Low
1612,Male,2023,"Python, Cybersecurity, Digital Marketing, ML/AI, DevOps",0,8,1,L&T Technology Services,Established,E-commerce,2876678,No,Not Applicable,Mumbai,Medium,Low,5,Medium
1613,Female,2023,"Data Science, C++",2,8,4,L&T Technology Services,Established,Healthcare,1341249,No,Not Applicable,Delhi,High,Medium,2,Medium
1614,Female,2024,"Digital Marketing, Java, Cybersecurity",0,4,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Pune,Medium,Low,3,Medium
1615,Female,2022,"UI/UX Design, C++, Java, Digital Marketing",2,9,4,Paytm,Startup,IT Services,846181,No,Not Applicable,Bangalore,High,Medium,4,Medium
1616,Female,2024,"Java, C++, Networking, Python, Blockchain",2,5,4,Microsoft,Established,Manufacturing,1839942,No,Not Applicable,Delhi,High,Medium,5,Medium
1617,Male,2022,"Python, Blockchain, Java, Embedded Systems, Digital Marketing",2,8,1,Wipro,Established,FinTech,2212149,No,Not Applicable,Pune,Medium,Medium,5,Medium
